CustomerID,Recency,Frequency,ProductVariety,Tenure,AOV,Cluster_KMeans,Cluster_DBSCAN
12346,1.6905970701301847,-1.1618928410389868,-2.142080278406178,-0.9878397815620285,-2.229063277443204,0,0
12347,-1.832182282528743,1.3105702805071529,1.1343375575511239,1.7768096998744074,1.6350804630975067,1,1
12348,0.2975160568849085,0.689796471978255,-0.46869375547048264,1.148135982177903,-1.0343374209638199,1,1
12349,-0.6892816332656149,-1.1618928410389868,0.7236372474743105,-0.9878397815620285,1.5299934915849795,0,0
12350,1.6360083510597447,-1.1618928410389868,-0.6812865048974611,-0.9878397815620285,0.3665702673510358,0,0
12352,-0.2626301529899696,1.4405744423961888,0.48583628768594245,0.9814995750776245,-0.533699229046643,1,1
12353,1.202222828099474,-1.1618928410389868,-1.6194254279257057,-0.9878397815620285,-1.5368225984740589,0,0
12354,1.331813439238003,-1.1618928410389868,0.4672621064729698,-0.9878397815620285,1.5299934915849795,0,0
12355,1.250062506430565,-1.1618928410389868,-0.8873614264740346,-0.9878397815620285,0.39418990187496805,0,0
12356,-0.5672446249225901,0.32785109209898455,0.37055496909980923,1.2996236249963378,2.120804145870568,1,-1
12357,-0.3238858347461289,-1.1618928410389868,1.441452506313935,-0.9878397815620285,1.5299934915849795,0,0
12358,-1.832182282528743,-0.2163565148835049,-0.8873614264740346,0.14074315743531116,1.3168629340220699,1,-1
12359,0.09218203805208075,0.689796471978255,1.5577241514980915,1.087540925050529,1.5299934915849795,1,1
12360,0.00801168500137644,0.32785109209898455,1.1582713761023118,0.13316877529438942,1.5299934915849795,1,1
12361,1.5534168254883616,-1.1618928410389868,-1.0744063619983395,-0.9878397815620285,-0.45224720989687694,0,0
12362,-1.6615021768644256,1.6419584415717945,1.5577241514980915,1.2238798035871203,1.2876173024858943,1,1
12363,0.6231582548093361,-0.2163565148835049,-0.4305673449353968,0.01197866103964155,0.16455523143383533,0,1
12364,-1.188410756416694,0.689796471978255,0.6758139915354573,-0.20010403890616724,0.33697738248638476,1,1
12365,1.568154522493965,-0.2163565148835049,-0.46869375547048264,-0.9878397815620285,-0.6210517724211742,0,1
12367,-1.5319710177763357,-1.1618928410389868,-1.0080928543193992,-0.9878397815620285,-0.7109595192749394,0,0
12370,-0.006769296828055695,0.689796471978255,1.5577241514980915,1.35264429998279,1.5299934915849795,1,1
12371,-0.10071452437433681,-0.2163565148835049,0.5578194131197924,-0.881798431589124,1.5299934915849795,0,1
12372,0.2642165446279148,0.32785109209898455,-0.07604733759938,0.7088218180044418,0.862215005843532,1,1
12373,1.639485834776317,-1.1618928410389868,-0.8319484669208154,-0.9878397815620285,0.5164651138877382,0,0
12374,-0.5125457266535963,-1.1618928410389868,-0.10436991455454502,-0.9878397815620285,1.9001772524039902,0,0
12375,-1.0143471653430947,-0.2163565148835049,-0.8319484669208154,-0.32886853530183685,-0.41329262969693464,0,1
12377,1.6533063449722791,-0.2163565148835049,0.7078656740581247,-0.6924388780660805,1.5299934915849795,0,1
12378,0.7729775863053666,-1.1618928410389868,1.5577241514980915,-0.9878397815620285,1.5299934915849795,0,0
12379,0.3712316884796149,-0.2163565148835049,0.056843621112105704,-0.3212941531609151,0.9007167315191212,0,1
12380,-0.5960446232717084,0.689796471978255,0.7851203297762023,0.2543588895491373,1.6595766191846464,1,1
12381,-1.426384751530545,0.951580224590038,0.6758139915354573,-0.11678583535602806,0.32158685981306234,1,1
12383,1.1058658046318888,0.951580224590038,0.8870783399554986,0.2770820359719025,0.4136732009476832,1,1
12384,-0.4129580651757248,-0.2163565148835049,-0.32312134859856495,-0.29099662459722814,-0.2643722993362592,0,1
12386,1.4613410686589012,-0.2163565148835049,-1.0744063619983395,-0.7681826994752979,-0.8218939297933168,0,1
12388,-0.7952421213794612,1.1516282827891224,0.4484426286392238,1.3677930642646334,1.118337240692839,1,1
